Latitude (decimal degrees):	44.505
Longitude (decimal degrees):	11.345
Elevation (m):	47
Radiation database:	PVGIS-SARAH


Slope: 41 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20150405:0110,0.0,0.0,0.0,7.77,4.42,0.0
20150405:0210,0.0,0.0,0.0,7.97,4.82,0.0
20150405:0310,0.0,0.0,0.0,8.17,5.23,0.0
20150405:0410,0.0,0.0,0.0,8.1,4.78,0.0
20150405:0510,0.0,2.36,2.97,8.03,4.33,0.0
20150405:0610,2310.0,10.7,13.65,7.97,3.88,0.0
20150405:0710,70410.0,97.26,24.15,7.88,4.46,0.0
20150405:0810,241400.0,287.25,34.03,7.8,5.05,0.0
20150405:0910,108390.0,140.33,42.6,7.72,5.64,0.0
20150405:1010,274240.0,326.48,48.86,8.49,5.97,0.0
20150405:1110,268830.0,321.61,51.55,9.27,6.29,0.0
20150405:1210,347560.0,411.16,49.89,10.05,6.62,0.0
20150405:1310,456540.0,535.36,44.38,10.32,6.53,0.0
20150405:1410,438760.0,513.47,36.26,10.59,6.45,0.0
20150405:1510,377070.0,441.12,26.63,10.87,6.36,0.0
20150405:1610,502310.0,583.01,16.23,10.02,5.62,0.0
20150405:1710,13800.0,28.18,5.56,9.17,4.88,0.0
20150405:1810,0.0,0.0,0.0,8.32,4.14,0.0
20150405:1910,0.0,0.0,0.0,7.97,4.09,0.0
20150405:2010,0.0,0.0,0.0,7.62,4.04,0.0
20150405:2110,0.0,0.0,0.0,7.27,3.99,0.0
20150405:2210,0.0,0.0,0.0,7.18,3.59,0.0
20150405:2310,0.0,0.0,0.0,7.1,3.19,0.0
20150406:0010,0.0,0.0,0.0,7.02,2.79,0.0
20150406:0110,0.0,0.0,0.0,6.58,2.86,0.0
20150406:0210,0.0,0.0,0.0,6.14,2.92,0.0
20150406:0310,0.0,0.0,0.0,5.7,2.99,0.0
20150406:0410,0.0,0.0,0.0,5.75,2.64,0.0
20150406:0510,47270.0,67.83,3.29,5.8,2.29,0.0
20150406:0610,568480.0,666.47,13.97,5.85,1.94,0.0
20150406:0710,721890.0,860.58,24.48,7.16,2.99,0.0
20150406:0810,800130.0,960.57,34.37,8.47,4.03,0.0
20150406:0910,845940.0,1018.67,42.97,9.79,5.08,0.0
20150406:1010,539040.0,637.84,49.25,10.28,4.97,0.0
20150406:1110,564450.0,671.24,51.93,10.77,4.87,0.0
20150406:1210,743340.0,897.08,50.24,11.27,4.77,0.0
20150406:1310,743860.0,905.33,44.68,11.46,3.85,0.0
20150406:1410,791030.0,978.76,36.51,11.65,2.92,0.0
20150406:1510,719830.0,892.53,26.86,11.84,2.0,0.0
20150406:1610,586780.0,705.76,16.44,10.53,2.07,0.0
20150406:1710,237370.0,281.31,5.77,9.23,2.14,0.0
20150406:1810,0.0,0.0,0.0,7.93,2.21,0.0
20150406:1910,0.0,0.0,0.0,7.15,2.12,0.0
20150406:2010,0.0,0.0,0.0,6.37,2.04,0.0
20150406:2110,0.0,0.0,0.0,5.59,1.96,0.0
20150406:2210,0.0,0.0,0.0,5.25,1.95,0.0
20150406:2310,0.0,0.0,0.0,4.92,1.94,0.0
20150407:0010,0.0,0.0,0.0,4.58,1.93,0.0
20150407:0110,0.0,0.0,0.0,4.71,2.04,0.0
20150407:0210,0.0,0.0,0.0,4.83,2.15,0.0
20150407:0310,0.0,0.0,0.0,4.96,2.26,0.0
20150407:0410,0.0,0.0,0.0,5.26,1.71,0.0
20150407:0510,76390.0,100.53,3.6,5.56,1.17,0.0
20150407:0610,552490.0,658.78,14.29,5.86,0.62,0.0
20150407:0710,705760.0,854.44,24.8,7.08,1.72,0.0
20150407:0810,797660.0,971.34,34.71,8.31,2.83,0.0
20150407:0910,844120.0,1027.51,43.33,9.54,3.93,0.0
20150407:1010,833260.0,1013.05,49.63,10.07,4.28,0.0
20150407:1110,746580.0,899.87,52.31,10.6,4.62,0.0
20150407:1210,853680.0,1038.48,50.58,11.13,4.97,0.0
20150407:1310,831070.0,1021.49,44.97,11.5,3.89,0.0
20150407:1410,789910.0,980.18,36.77,11.87,2.8,0.0
20150407:1510,705340.0,878.64,27.08,12.25,1.72,0.0
20150407:1610,603360.0,728.4,16.66,10.69,2.01,0.0
20150407:1710,272140.0,320.18,5.98,9.14,2.29,0.0
20150407:1810,0.0,0.0,0.0,7.59,2.58,0.0
20150407:1910,0.0,0.0,0.0,6.85,2.57,0.0
20150407:2010,0.0,0.0,0.0,6.11,2.56,0.0
20150407:2110,0.0,0.0,0.0,5.38,2.55,0.0
20150407:2210,0.0,0.0,0.0,5.4,2.54,0.0
20150407:2310,0.0,0.0,0.0,5.43,2.52,0.0
20150408:0010,0.0,0.0,0.0,5.46,2.51,0.0
20150408:0110,0.0,0.0,0.0,4.99,2.14,0.0
20150408:0210,0.0,0.0,0.0,4.51,1.77,0.0
20150408:0310,0.0,0.0,0.0,4.03,1.39,0.0
20150408:0410,0.0,0.0,0.0,4.15,1.6,0.0
20150408:0510,104250.0,130.38,3.92,4.27,1.8,0.0
20150408:0610,558860.0,649.52,14.6,4.39,2.0,0.0
20150408:0710,709520.0,857.94,25.13,7.47,1.97,0.0
20150408:0810,774150.0,964.75,35.05,10.56,1.94,0.0
20150408:0910,800510.0,1021.9,43.69,13.65,1.92,0.0
20150408:1010,813820.0,1048.37,50.01,14.49,1.87,0.0
20150408:1110,815250.0,1057.01,52.69,15.34,1.82,0.0
20150408:1210,798900.0,1038.83,50.92,16.19,1.77,0.0
20150408:1310,790640.0,1029.74,45.27,16.61,1.69,0.0
20150408:1410,756370.0,981.17,37.02,17.03,1.61,0.0
20150408:1510,686810.0,880.74,27.31,17.45,1.53,0.0
20150408:1610,572530.0,705.12,16.87,15.28,2.01,0.0
20150408:1710,278690.0,333.32,6.19,13.12,2.49,0.0
20150408:1810,0.0,0.0,0.0,10.96,2.97,0.0
20150408:1910,0.0,0.0,0.0,10.05,2.68,0.0
20150408:2010,0.0,0.0,0.0,9.13,2.39,0.0
20150408:2110,0.0,0.0,0.0,8.22,2.1,0.0
20150408:2210,0.0,0.0,0.0,7.73,2.16,0.0
20150408:2310,0.0,0.0,0.0,7.25,2.23,0.0
20150409:0010,0.0,0.0,0.0,6.77,2.29,0.0
20150409:0110,0.0,0.0,0.0,6.65,2.28,0.0
20150409:0210,0.0,0.0,0.0,6.53,2.27,0.0
20150409:0310,0.0,0.0,0.0,6.41,2.26,0.0
20150409:0410,0.0,0.0,0.0,6.66,2.28,0.0
20150409:0510,126270.0,155.83,4.23,6.91,2.3,0.0
20150409:0610,572090.0,672.9,14.91,7.16,2.32,0.0
20150409:0710,711320.0,862.52,25.45,9.85,2.67,0.0
20150409:0810,780760.0,967.6,35.38,12.54,3.03,0.0
20150409:0910,812460.0,1022.89,44.04,15.24,3.38,0.0
20150409:1010,829550.0,1055.89,50.38,15.92,3.11,0.0
20150409:1110,829190.0,1064.3,53.06,16.6,2.84,0.0
20150409:1210,823720.0,1065.1,51.27,17.28,2.57,0.0
20150409:1310,811420.0,1043.72,45.56,17.41,2.75,0.0
20150409:1410,776760.0,990.18,37.27,17.54,2.94,0.0
20150409:1510,708150.0,889.91,27.53,17.68,3.13,0.0
20150409:1610,599060.0,735.74,17.07,16.03,2.86,0.0
20150409:1710,297270.0,356.76,6.39,14.39,2.6,0.0
20150409:1810,0.0,0.0,0.0,12.75,2.33,0.0
20150409:1910,0.0,0.0,0.0,11.51,2.35,0.0
20150409:2010,0.0,0.0,0.0,10.27,2.37,0.0
20150409:2110,0.0,0.0,0.0,9.04,2.39,0.0
20150409:2210,0.0,0.0,0.0,8.64,2.19,0.0
20150409:2310,0.0,0.0,0.0,8.25,1.99,0.0
20150410:0010,0.0,0.0,0.0,7.86,1.79,0.0
20150410:0110,0.0,0.0,0.0,7.62,1.61,0.0
20150410:0210,0.0,0.0,0.0,7.38,1.43,0.0
20150410:0310,0.0,0.0,0.0,7.14,1.26,0.0
20150410:0410,0.0,0.0,0.0,7.54,1.13,0.0
20150410:0510,106530.0,135.38,4.54,7.95,1.01,0.0
20150410:0610,538430.0,646.54,15.22,8.36,0.88,0.0
20150410:0710,674780.0,848.26,25.76,11.46,0.75,0.0
20150410:0810,736650.0,960.81,35.71,14.57,0.63,0.0
20150410:0910,756950.0,1016.2,44.4,17.68,0.5,0.0
20150410:1010,770680.0,1029.04,50.76,18.53,1.0,0.0
20150410:1110,768110.0,1017.82,53.43,19.39,1.5,0.0
20150410:1210,782290.0,1032.91,51.6,20.25,2.0,0.0
20150410:1310,747800.0,972.81,45.85,19.88,2.32,0.0
20150410:1410,710940.0,911.25,37.52,19.52,2.64,0.0
20150410:1510,627470.0,787.9,27.75,19.16,2.97,0.0
20150410:1610,446090.0,544.57,17.28,17.23,2.71,0.0
20150410:1710,298000.0,359.49,6.6,15.3,2.45,0.0
20150410:1810,0.0,0.0,0.0,13.37,2.19,0.0
20150410:1910,0.0,0.0,0.0,12.06,2.37,0.0
20150410:2010,0.0,0.0,0.0,10.75,2.54,0.0
20150410:2110,0.0,0.0,0.0,9.44,2.72,0.0
20150410:2210,0.0,0.0,0.0,9.2,2.59,0.0
20150410:2310,0.0,0.0,0.0,8.97,2.46,0.0
20150411:0010,0.0,0.0,0.0,8.74,2.33,0.0
20150411:0110,0.0,0.0,0.0,8.54,2.4,0.0
20150411:0210,0.0,0.0,0.0,8.33,2.46,0.0
20150411:0310,0.0,0.0,0.0,8.12,2.52,0.0
20150411:0410,0.0,0.0,0.0,8.57,2.46,0.0
20150411:0510,580.0,7.13,4.85,9.02,2.4,0.0
20150411:0610,250680.0,298.39,15.53,9.47,2.34,0.0
20150411:0710,634840.0,772.1,26.08,11.46,2.3,0.0
20150411:0810,662720.0,820.54,36.04,13.46,2.26,0.0
20150411:0910,648840.0,813.01,44.75,15.46,2.22,0.0
20150411:1010,770570.0,994.97,51.13,16.33,1.91,0.0
20150411:1110,730740.0,948.16,53.8,17.2,1.6,0.0
20150411:1210,732850.0,961.92,51.94,18.07,1.28,0.0
20150411:1310,754460.0,995.4,46.14,18.16,1.22,0.0
20150411:1410,721050.0,945.07,37.76,18.26,1.15,0.0
20150411:1510,627450.0,806.81,27.97,18.36,1.09,0.0
20150411:1610,553620.0,690.82,17.49,16.81,1.46,0.0
20150411:1710,265080.0,322.07,6.81,15.26,1.83,0.0
20150411:1810,0.0,0.0,0.0,13.71,2.19,0.0
20150411:1910,0.0,0.0,0.0,12.61,2.64,0.0
20150411:2010,0.0,0.0,0.0,11.51,3.09,0.0
20150411:2110,0.0,0.0,0.0,10.42,3.53,0.0
20150411:2210,0.0,0.0,0.0,10.11,3.16,0.0
20150411:2310,0.0,0.0,0.0,9.81,2.8,0.0
20150412:0010,0.0,0.0,0.0,9.51,2.43,0.0
20150412:0110,0.0,0.0,0.0,9.4,2.32,0.0
20150412:0210,0.0,0.0,0.0,9.29,2.22,0.0
20150412:0310,0.0,0.0,0.0,9.18,2.11,0.0
20150412:0410,0.0,0.0,0.0,9.58,2.14,0.0
20150412:0510,85170.0,112.57,5.16,9.98,2.17,0.0
20150412:0610,446310.0,528.77,15.83,10.39,2.19,0.0
20150412:0710,637280.0,783.45,26.39,12.72,2.02,0.0
20150412:0810,732980.0,931.59,36.37,15.05,1.85,0.0
20150412:0910,769700.0,1002.93,45.1,17.38,1.68,0.0
20150412:1010,792640.0,1044.46,51.5,18.34,1.66,0.0
20150412:1110,797980.0,1059.15,54.17,19.3,1.65,0.0
20150412:1210,785920.0,1046.76,52.27,20.26,1.63,0.0
20150412:1310,769020.0,1017.66,46.42,20.23,1.73,0.0
20150412:1410,684020.0,887.88,38.01,20.21,1.83,0.0
20150412:1510,599710.0,764.48,28.19,20.19,1.93,0.0
20150412:1610,604070.0,761.04,17.7,18.4,1.89,0.0
20150412:1710,97080.0,129.89,7.01,16.62,1.85,0.0
20150412:1810,0.0,0.0,0.0,14.84,1.81,0.0
20150412:1910,0.0,0.0,0.0,13.91,1.82,0.0
20150412:2010,0.0,0.0,0.0,12.98,1.83,0.0
20150412:2110,0.0,0.0,0.0,12.05,1.85,0.0
20150412:2210,0.0,0.0,0.0,11.99,1.64,0.0
20150412:2310,0.0,0.0,0.0,11.93,1.43,0.0
20150413:0010,0.0,0.0,0.0,11.87,1.21,0.0
20150413:0110,0.0,0.0,0.0,11.25,1.31,0.0
20150413:0210,0.0,0.0,0.0,10.62,1.41,0.0
20150413:0310,0.0,0.0,0.0,10.0,1.5,0.0
20150413:0410,0.0,0.0,0.0,10.45,1.68,0.0
20150413:0510,186130.0,225.98,5.46,10.91,1.86,0.0
20150413:0610,567450.0,683.93,16.13,11.37,2.04,0.0
20150413:0710,681020.0,857.49,26.69,14.3,1.51,0.0
20150413:0810,736410.0,966.54,36.69,17.23,0.97,0.0
20150413:0910,748090.0,1019.22,45.44,20.17,0.44,0.0
20150413:1010,770610.0,1050.75,51.86,20.98,0.77,0.0
20150413:1110,778750.0,1059.15,54.54,21.79,1.1,0.0
20150413:1210,777830.0,1053.35,52.6,22.6,1.43,0.0
20150413:1310,765340.0,1031.68,46.7,22.62,1.49,0.0
20150413:1410,737380.0,985.76,38.25,22.64,1.54,0.0
20150413:1510,675390.0,888.94,28.4,22.67,1.6,0.0
20150413:1610,568340.0,721.87,17.9,20.74,1.83,0.0
20150413:1710,296930.0,365.17,7.22,18.81,2.06,0.0
20150413:1810,0.0,0.0,0.0,16.88,2.29,0.0
20150413:1910,0.0,0.0,0.0,15.66,2.72,0.0
20150413:2010,0.0,0.0,0.0,14.44,3.14,0.0
20150413:2110,0.0,0.0,0.0,13.23,3.57,0.0
20150413:2210,0.0,0.0,0.0,12.94,3.55,0.0
20150413:2310,0.0,0.0,0.0,12.65,3.54,0.0
20150414:0010,0.0,0.0,0.0,12.36,3.52,0.0
20150414:0110,0.0,0.0,0.0,11.95,3.07,0.0
20150414:0210,0.0,0.0,0.0,11.53,2.63,0.0
20150414:0310,0.0,0.0,0.0,11.12,2.18,0.0
20150414:0410,0.0,0.0,0.0,11.55,2.06,0.0
20150414:0510,111970.0,143.88,5.76,11.99,1.93,0.0
20150414:0610,411760.0,493.66,16.43,12.43,1.81,0.0
20150414:0710,607100.0,755.57,27.0,14.69,1.61,0.0
20150414:0810,665150.0,851.22,37.01,16.95,1.42,0.0
20150414:0910,596590.0,768.92,45.78,19.21,1.23,0.0
20150414:1010,713060.0,938.18,52.23,20.1,1.54,0.0
20150414:1110,681130.0,891.2,54.9,21.0,1.84,0.0
20150414:1210,670180.0,874.83,52.93,21.9,2.15,0.0
20150414:1310,682610.0,897.74,46.98,22.28,1.86,0.0
20150414:1410,673990.0,889.89,38.49,22.67,1.56,0.0
20150414:1510,605830.0,793.79,28.62,23.06,1.27,0.0
20150414:1610,524780.0,665.9,18.1,21.04,1.58,0.0
20150414:1710,257910.0,319.21,7.42,19.03,1.89,0.0
20150414:1810,0.0,0.0,0.0,17.02,2.21,0.0
20150414:1910,0.0,0.0,0.0,15.99,2.21,0.0
20150414:2010,0.0,0.0,0.0,14.96,2.22,0.0
20150414:2110,0.0,0.0,0.0,13.93,2.22,0.0
20150414:2210,0.0,0.0,0.0,13.58,2.13,0.0
20150414:2310,0.0,0.0,0.0,13.24,2.04,0.0
20150415:0010,0.0,0.0,0.0,12.89,1.94,0.0
20150415:0110,0.0,0.0,0.0,12.43,1.83,0.0
20150415:0210,0.0,0.0,0.0,11.96,1.71,0.0
20150415:0310,0.0,0.0,0.0,11.49,1.59,0.0
20150415:0410,0.0,0.0,0.0,11.95,1.46,0.0
20150415:0510,288800.0,346.1,6.05,12.42,1.34,0.0
20150415:0610,546100.0,669.0,16.73,12.89,1.21,0.0
20150415:0710,658460.0,836.15,27.3,15.67,1.25,0.0
20150415:0810,732560.0,960.29,37.32,18.46,1.29,0.0
20150415:0910,755970.0,1012.86,46.12,21.25,1.32,0.0
20150415:1010,779860.0,1051.59,52.59,22.21,1.53,0.0
20150415:1110,784070.0,1059.26,55.26,23.17,1.74,0.0
20150415:1210,762970.0,1027.75,53.26,24.13,1.94,0.0
20150415:1310,750650.0,1011.3,47.26,23.86,1.71,0.0
20150415:1410,733620.0,986.92,38.72,23.59,1.48,0.0
20150415:1510,664130.0,881.83,28.83,23.32,1.24,0.0
20150415:1610,558640.0,713.57,18.3,21.39,1.6,0.0
20150415:1710,333220.0,410.73,7.62,19.47,1.95,0.0
20150415:1810,0.0,0.0,0.0,17.55,2.3,0.0
20150415:1910,0.0,0.0,0.0,16.12,2.79,0.0
20150415:2010,0.0,0.0,0.0,14.69,3.28,0.0
20150415:2110,0.0,0.0,0.0,13.27,3.77,0.0
20150415:2210,0.0,0.0,0.0,12.94,3.74,0.0
20150415:2310,0.0,0.0,0.0,12.61,3.72,0.0
20150416:0010,0.0,0.0,0.0,12.28,3.7,0.0
20150416:0110,0.0,0.0,0.0,11.88,3.42,0.0
20150416:0210,0.0,0.0,0.0,11.48,3.14,0.0
20150416:0310,0.0,0.0,0.0,11.08,2.86,0.0
20150416:0410,0.0,0.0,0.0,11.58,2.8,0.0
20150416:0510,177230.0,216.85,6.35,12.08,2.74,0.0
20150416:0610,560970.0,675.2,17.02,12.58,2.69,0.0
20150416:0710,454610.0,553.55,27.6,14.89,2.19,0.0
20150416:0810,360910.0,447.49,37.64,17.2,1.7,0.0
20150416:0910,706840.0,931.19,46.46,19.51,1.2,0.0
20150416:1010,669630.0,888.34,52.95,20.49,0.89,0.0
20150416:1110,733060.0,1000.15,55.62,21.47,0.58,0.0
20150416:1210,692480.0,949.86,53.58,22.46,0.28,0.0
20150416:1310,678330.0,914.01,47.53,22.06,0.65,0.0
20150416:1410,344180.0,439.07,38.96,21.67,1.02,0.0
20150416:1510,229180.0,293.21,29.04,21.28,1.39,0.0
20150416:1610,26500.0,47.25,18.51,19.62,1.6,0.0
20150416:1710,279050.0,343.04,7.83,17.96,1.8,0.0
20150416:1810,0.0,0.0,0.0,16.3,2.0,0.0
20150416:1910,0.0,0.0,0.0,15.27,3.13,0.0
20150416:2010,0.0,0.0,0.0,14.23,4.25,0.0
20150416:2110,0.0,0.0,0.0,13.2,5.38,0.0
20150416:2210,0.0,0.0,0.0,13.24,5.48,0.0
20150416:2310,0.0,0.0,0.0,13.29,5.58,0.0
20150417:0010,0.0,0.0,0.0,13.33,5.68,0.0
20150417:0110,0.0,0.0,0.0,13.37,5.06,0.0
20150417:0210,0.0,0.0,0.0,13.4,4.44,0.0
20150417:0310,0.0,0.0,0.0,13.43,3.82,0.0
20150417:0410,0.0,0.0,0.0,13.56,4.44,0.0
20150417:0510,2530.0,11.34,6.64,13.7,5.06,0.0
20150417:0610,13760.0,29.01,17.3,13.84,5.68,0.0
20150417:0710,323000.0,389.68,27.89,15.01,4.35,0.0
20150417:0810,475430.0,581.84,37.94,16.18,3.02,0.0
20150417:0910,666980.0,854.05,46.79,17.36,1.68,0.0
20150417:1010,358650.0,449.49,53.3,18.2,1.95,0.0
20150417:1110,71500.0,103.59,55.97,19.04,2.22,0.0
20150417:1210,378870.0,476.78,53.9,19.88,2.48,0.0
20150417:1310,77890.0,111.38,47.8,19.49,2.8,0.0
20150417:1410,212990.0,271.0,39.19,19.11,3.11,0.0
20150417:1510,208180.0,262.97,29.25,18.73,3.42,0.0
20150417:1610,391900.0,478.36,18.71,17.48,2.74,0.0
20150417:1710,194110.0,241.02,8.03,16.23,2.06,0.0
20150417:1810,0.0,0.0,0.0,14.98,1.38,0.0
20150417:1910,0.0,0.0,0.0,14.03,1.36,0.0
20150417:2010,0.0,0.0,0.0,13.07,1.34,0.0
20150417:2110,0.0,0.0,0.0,12.12,1.32,0.0
20150417:2210,0.0,0.0,0.0,12.07,1.67,0.0
20150417:2310,0.0,0.0,0.0,12.02,2.01,0.0
20150418:0010,0.0,0.0,0.0,11.97,2.36,0.0
20150418:0110,0.0,0.0,0.0,11.73,1.95,0.0
20150418:0210,0.0,0.0,0.0,11.49,1.54,0.0
20150418:0310,0.0,0.0,0.0,11.25,1.13,0.0
20150418:0410,0.0,0.0,0.0,11.96,1.18,0.0
20150418:0510,22480.0,40.15,6.92,12.68,1.23,0.0
20150418:0610,34780.0,56.7,17.59,13.4,1.28,0.0
20150418:0710,614580.0,766.14,28.18,14.45,1.52,0.0
20150418:0810,205100.0,258.64,38.25,15.51,1.75,0.0
20150418:0910,441790.0,547.82,47.11,16.57,1.99,0.0
20150418:1010,587380.0,740.19,53.65,16.49,1.84,0.0
20150418:1110,390380.0,486.49,56.32,16.42,1.69,0.0
20150418:1210,182680.0,234.56,54.22,16.35,1.54,0.0
20150418:1310,377500.0,463.32,48.07,16.59,3.59,0.0
20150418:1410,84510.0,117.65,39.42,16.83,5.64,0.0
20150418:1510,41530.0,65.77,29.46,17.08,7.68,0.0
20150418:1610,14000.0,29.43,18.9,14.67,7.09,0.0
20150418:1710,0.0,4.85,8.23,12.27,6.49,0.0
20150418:1810,0.0,0.0,0.0,9.87,5.89,0.0
20150418:1910,0.0,0.0,0.0,9.14,5.14,0.0
20150418:2010,0.0,0.0,0.0,8.41,4.39,0.0
20150418:2110,0.0,0.0,0.0,7.68,3.64,0.0
20150418:2210,0.0,0.0,0.0,8.11,3.31,0.0
20150418:2310,0.0,0.0,0.0,8.55,2.98,0.0
20150419:0010,0.0,0.0,0.0,8.98,2.65,0.0
20150419:0110,0.0,0.0,0.0,8.96,2.42,0.0
20150419:0210,0.0,0.0,0.0,8.94,2.19,0.0
20150419:0310,0.0,0.0,0.0,8.92,1.96,0.0
20150419:0410,0.0,0.0,0.0,9.23,1.72,0.0
20150419:0510,3270.0,12.55,7.21,9.54,1.49,0.0
20150419:0610,24190.0,42.55,17.87,9.85,1.26,0.0
20150419:0710,127910.0,164.37,28.46,10.66,2.17,0.0
20150419:0810,390710.0,466.98,38.55,11.48,3.08,0.0
20150419:0910,697670.0,847.81,47.44,12.3,3.99,0.0
20150419:1010,524270.0,631.9,54.0,12.81,4.08,0.0
20150419:1110,503950.0,608.87,56.67,13.33,4.18,0.0
20150419:1210,531640.0,643.53,54.53,13.85,4.28,0.0
20150419:1310,715130.0,877.2,48.34,13.92,4.09,0.0
20150419:1410,683760.0,835.77,39.65,13.99,3.91,0.0
20150419:1510,651150.0,792.5,29.66,14.06,3.72,0.0
20150419:1610,456860.0,544.7,19.1,12.87,3.19,0.0
20150419:1710,208180.0,251.67,8.43,11.68,2.66,0.0
20150419:1810,0.0,0.0,0.0,10.49,2.12,0.0
20150419:1910,0.0,0.0,0.0,9.6,2.09,0.0
20150419:2010,0.0,0.0,0.0,8.71,2.05,0.0
20150419:2110,0.0,0.0,0.0,7.82,2.01,0.0
20150419:2210,0.0,0.0,0.0,7.6,1.88,0.0
20150419:2310,0.0,0.0,0.0,7.39,1.74,0.0
20150420:0010,0.0,0.0,0.0,7.17,1.6,0.0
20150420:0110,0.0,0.0,0.0,6.57,1.78,0.0
20150420:0210,0.0,0.0,0.0,5.96,1.96,0.0
20150420:0310,0.0,0.0,0.0,5.36,2.14,0.0
20150420:0410,0.0,0.0,0.0,6.16,2.26,0.0
20150420:0510,378410.0,437.98,7.48,6.96,2.38,0.0
20150420:0610,628920.0,746.2,18.15,7.76,2.5,0.0
20150420:0710,722080.0,884.28,28.75,10.18,2.26,0.0
20150420:0810,773690.0,974.18,38.85,12.61,2.03,0.0
20150420:0910,798200.0,1029.48,47.76,15.04,1.79,0.0
20150420:1010,806900.0,1051.29,54.34,15.92,1.67,0.0
20150420:1110,809910.0,1064.4,57.02,16.8,1.54,0.0
20150420:1210,805000.0,1065.27,54.84,17.68,1.42,0.0
20150420:1310,787990.0,1046.38,48.6,17.89,1.17,0.0
20150420:1410,750980.0,995.65,39.88,18.11,0.92,0.0
20150420:1510,693420.0,912.53,29.87,18.33,0.68,0.0
20150420:1610,603160.0,769.48,19.3,16.73,0.68,0.0
20150420:1710,418360.0,512.77,8.62,15.14,0.68,0.0
20150420:1810,0.0,0.0,0.0,13.55,0.68,0.0
20150420:1910,0.0,0.0,0.0,12.61,0.95,0.0
20150420:2010,0.0,0.0,0.0,11.67,1.22,0.0
20150420:2110,0.0,0.0,0.0,10.73,1.49,0.0
20150420:2210,0.0,0.0,0.0,10.38,1.4,0.0
20150420:2310,0.0,0.0,0.0,10.04,1.31,0.0
20150421:0010,0.0,0.0,0.0,9.69,1.21,0.0
20150421:0110,0.0,0.0,0.0,9.96,1.24,0.0
20150421:0210,0.0,0.0,0.0,10.22,1.27,0.0
20150421:0310,0.0,0.0,0.0,10.48,1.3,0.0
20150421:0410,0.0,0.0,0.0,10.82,1.53,0.0
20150421:0510,345030.0,409.22,7.76,11.16,1.77,0.0
20150421:0610,604980.0,734.14,18.42,11.51,2.0,0.0
20150421:0710,702370.0,886.75,29.03,14.17,1.56,0.0
20150421:0810,745150.0,974.4,39.14,16.84,1.12,0.0
20150421:0910,761540.0,1029.32,48.07,19.51,0.68,0.0
20150421:1010,775870.0,1057.27,54.68,20.19,0.68,0.0
20150421:1110,781000.0,1070.06,57.36,20.88,0.69,0.0
20150421:1210,779320.0,1071.37,55.15,21.57,0.69,0.0
20150421:1310,768730.0,1045.76,48.87,21.82,0.98,0.0
20150421:1410,741740.0,995.41,40.1,22.07,1.28,0.0
20150421:1510,682150.0,898.0,30.07,22.33,1.57,0.0
20150421:1610,584190.0,754.07,19.49,21.07,1.12,0.0
20150421:1710,408540.0,512.42,8.82,19.82,0.67,0.0
20150421:1810,0.0,0.0,0.0,18.57,0.22,0.0
20150421:1910,0.0,0.0,0.0,16.75,0.69,0.0
20150421:2010,0.0,0.0,0.0,14.92,1.15,0.0
20150421:2110,0.0,0.0,0.0,13.1,1.61,0.0
20150421:2210,0.0,0.0,0.0,12.6,1.86,0.0
20150421:2310,0.0,0.0,0.0,12.11,2.11,0.0
20150422:0010,0.0,0.0,0.0,11.61,2.36,0.0
20150422:0110,0.0,0.0,0.0,11.24,2.09,0.0
20150422:0210,0.0,0.0,0.0,10.87,1.82,0.0
20150422:0310,0.0,0.0,0.0,10.5,1.54,0.0
20150422:0410,0.0,0.0,0.0,11.2,1.59,0.0
20150422:0510,286000.0,341.98,8.03,11.91,1.63,0.0
20150422:0610,568580.0,693.72,18.69,12.62,1.67,0.0
20150422:0710,683280.0,870.24,29.3,15.56,1.32,0.0
20150422:0810,732050.0,967.22,39.43,18.5,0.98,0.0
20150422:0910,749100.0,1022.62,48.38,21.45,0.63,0.0
20150422:1010,759670.0,1051.54,55.01,22.45,0.5,0.0
20150422:1110,759960.0,1063.65,57.7,23.45,0.37,0.0
20150422:1210,753800.0,1064.89,55.46,24.46,0.23,0.0
20150422:1310,753160.0,1045.18,49.12,24.18,0.67,0.0
20150422:1410,732900.0,996.57,40.32,23.9,1.11,0.0
20150422:1510,666110.0,881.13,30.27,23.62,1.54,0.0
20150422:1610,590620.0,749.47,19.69,21.71,2.59,0.0
20150422:1710,401820.0,491.19,9.02,19.81,3.64,0.0
20150422:1810,0.0,0.0,0.0,17.9,4.69,0.0
20150422:1910,0.0,0.0,0.0,16.6,4.93,0.0
20150422:2010,0.0,0.0,0.0,15.3,5.17,0.0
20150422:2110,0.0,0.0,0.0,14.0,5.41,0.0
20150422:2210,0.0,0.0,0.0,13.76,5.33,0.0
20150422:2310,0.0,0.0,0.0,13.52,5.25,0.0
20150423:0010,0.0,0.0,0.0,13.28,5.17,0.0
20150423:0110,0.0,0.0,0.0,12.76,4.72,0.0
20150423:0210,0.0,0.0,0.0,12.24,4.26,0.0
20150423:0310,0.0,0.0,0.0,11.72,3.81,0.0
20150423:0410,0.0,0.0,0.0,12.38,3.63,0.0
20150423:0510,40030.0,62.03,8.3,13.04,3.46,0.0
